Jobs_per_ 1Minute,Jobs_per_ 5 Minutes,Jobs_per_ 15Minutes,Mem capacity,Disk_capacity_GB,Num_of_CPU_Cores,CPU_speed_per_Core,Avg_Recieve_Kbps,Avg_Transmit_Kbps,Class_Name
3.0,3.7,4.2,20,128.72872,8,1,90.645,170.236,'Very Low'
4.8,3.6,3.4,20,128.72872,8,1,90.645,170.236,'Very Low'
4.1,5.3,5.3,20,128.72872,8,1,90.645,170.236,'Very Low'
3.364,3.273,5.182,20,128.72872,8,1,90.645,170.236,'Very Low'
17.9,19.5,20.1,20,128.72872,8,1,90.645,170.236,'Very Low'
16.7,16.5,15.0,20,128.72872,8,1,90.645,170.236,'Very Low'
2.2,1.9,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
1.091,1.273,1.273,20,128.72872,8,1,90.645,170.236,'Very Low'
1.6,1.6,1.4,20,128.72872,8,1,90.645,170.236,'Very Low'
2.0,1.8,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
1.273,1.455,1.636,20,128.72872,8,1,90.645,170.236,'Very Low'
1.8,2.0,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
2.0,1.9,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
2.273,2.455,2.455,20,128.72872,8,1,90.645,170.236,'Very Low'
1.9,1.6,1.8,20,128.72872,8,1,90.645,170.236,'Very Low'
1.8,1.7,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
1.909,2.0,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
2.5,2.4,2.2,20,128.72872,8,1,90.645,170.236,'Very Low'
1.7,1.7,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
3.909,4.0,3.727,20,128.72872,8,1,90.645,170.236,'Very Low'
3.1,3.8,4.5,20,128.72872,8,1,90.645,170.236,'Very Low'
4.1,4.3,4.2,20,128.72872,8,1,90.645,170.236,'Very Low'
3.5,4.4,3.7,20,128.72872,8,1,90.645,170.236,'Very Low'
2.364,2.0,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
1.7,1.9,2.1,20,128.72872,8,1,90.645,170.236,'Very Low'
2.5,2.4,2.2,20,128.72872,8,1,90.645,170.236,'Very Low'
2.0,2.0,2.273,20,128.72872,8,1,90.645,170.236,'Very Low'
3.1,2.9,2.6,20,128.72872,8,1,90.645,170.236,'Very Low'
3.3,2.9,3.6,20,128.72872,8,1,90.645,170.236,'Very Low'
9.455,8.455,7.455,20,128.72872,8,1,90.645,170.236,'Very Low'
6.4,6.9,8.1,20,128.72872,8,1,90.645,170.236,'Very Low'
12.8,13.3,13.7,20,128.72872,8,1,90.645,170.236,'Very Low'
13.545,12.182,10.818,20,128.72872,8,1,90.645,170.236,'Very Low'
9.5,9.2,9.6,20,128.72872,8,1,90.645,170.236,'Very Low'
9.0,8.7,7.8,20,128.72872,8,1,90.645,170.236,'Very Low'
5.0,5.1,4.8,20,128.72872,8,1,90.645,170.236,'Very Low'
3.273,2.909,2.909,20,128.72872,8,1,90.645,170.236,'Very Low'
2.4,2.4,2.3,20,128.72872,8,1,90.645,170.236,'Very Low'
2.0,2.0,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
1.727,1.545,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
2.1,2.3,2.2,20,128.72872,8,1,90.645,170.236,'Very Low'
1.8,2.0,2.6,20,128.72872,8,1,90.645,170.236,'Very Low'
2.909,3.455,3.909,20,128.72872,8,1,90.645,170.236,'Very Low'
4.4,4.5,5.0,20,128.72872,8,1,90.645,170.236,'Very Low'
4.3,5.4,4.8,20,128.72872,8,1,90.645,170.236,'Very Low'
2.818,2.636,2.727,20,128.72872,8,1,90.645,170.236,'Very Low'
5.5,5.6,6.1,20,128.72872,8,1,90.645,170.236,'Very Low'
3.5,3.4,2.9,20,128.72872,8,1,90.645,170.236,'Very Low'
1.909,2.182,2.364,20,128.72872,8,1,90.645,170.236,'Very Low'
3.1,3.7,3.7,20,128.72872,8,1,90.645,170.236,'Very Low'
5.9,5.5,5.4,20,128.72872,8,1,90.645,170.236,'Very Low'
3.1,3.3,3.7,20,128.72872,8,1,90.645,170.236,'Very Low'
5.182,5.455,6.182,20,128.72872,8,1,90.645,170.236,'Very Low'
11.1,12.1,12.0,20,128.72872,8,1,90.645,170.236,'Very Low'
5.5,6.1,8.8,20,128.72872,8,1,90.645,170.236,'Very Low'
19.364,19.818,21.273,20,128.72872,8,1,90.645,170.236,'Very Low'
30.5,29.3,26.6,20,128.72872,8,1,90.645,170.236,'Very Low'
13.9,14.9,14.4,20,128.72872,8,1,90.645,170.236,'Very Low'
10.8,9.3,8.6,20,128.72872,8,1,90.645,170.236,'Very Low'
2.0,2.0,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
2.3,2.2,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
1.636,2.0,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
2.4,2.5,2.4,20,128.72872,8,1,90.645,170.236,'Very Low'
2.2,2.1,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
4.4,4.6,5.3,20,128.72872,8,1,90.645,170.236,'Very Low'
6.364,6.364,6.545,20,128.72872,8,1,90.645,170.236,'Very Low'
3.5,5.0,4.1,20,128.72872,8,1,90.645,170.236,'Very Low'
2.0,2.182,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
2.3,2.0,2.4,20,128.72872,8,1,90.645,170.236,'Very Low'
8.0,8.8,10.7,20,128.72872,8,1,90.645,170.236,'Very Low'
14.6,13.9,12.0,20,128.72872,8,1,90.645,170.236,'Very Low'
3.636,3.636,3.818,20,128.72872,8,1,90.645,170.236,'Very Low'
7.9,8.4,9.3,20,128.72872,8,1,90.645,170.236,'Very Low'
5.9,5.5,8.5,20,128.72872,8,1,90.645,170.236,'Very Low'
63.909,64.455,63.0,20,128.72872,8,1,90.645,170.236,'Medium'
11.4,9.9,9.2,20,128.72872,8,1,90.645,170.236,'Very Low'
9.4,9.2,9.5,20,128.72872,8,1,90.645,170.236,'Very Low'
14.818,15.909,18.0,20,128.72872,8,1,90.645,170.236,'Very Low'
29.8,29.4,27.9,20,128.72872,8,1,90.645,170.236,'Low'
16.1,15.3,13.2,20,128.72872,8,1,90.645,170.236,'Very Low'
6.9,5.8,5.0,20,128.72872,8,1,90.645,170.236,'Very Low'
2.636,2.545,2.455,20,128.72872,8,1,90.645,170.236,'Very Low'
2.5,2.1,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
1.9,1.7,1.8,20,128.72872,8,1,90.645,170.236,'Very Low'
2.0,2.0,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
2.5,2.5,2.2,20,128.72872,8,1,90.645,170.236,'Very Low'
2.2,2.0,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
3.8,3.9,4.4,20,128.72872,8,1,90.645,170.236,'Very Low'
6.091,6.091,6.636,20,128.72872,8,1,90.645,170.236,'Very Low'
4.2,4.4,4.6,20,128.72872,8,1,90.645,170.236,'Very Low'
3.4,4.4,3.8,20,128.72872,8,1,90.645,170.236,'Very Low'
1.727,1.909,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
2.0,2.0,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
2.364,2.364,2.455,20,128.72872,8,1,90.645,170.236,'Very Low'
3.3,3.3,3.1,20,128.72872,8,1,90.645,170.236,'Very Low'
4.4,3.9,4.9,20,128.72872,8,1,90.645,170.236,'Very Low'
15.727,19.0,21.455,20,128.72872,8,1,90.645,170.236,'Very Low'
21.7,20.3,20.2,20,128.72872,8,1,90.645,170.236,'Very Low'
60.909,60.909,55.909,20,128.72872,8,1,90.645,170.236,'Medium'
41.2,41.3,41.0,20,128.72872,8,1,90.645,170.236,'Low'
38.7,36.5,30.8,20,128.72872,8,1,90.645,170.236,'Low'
14.545,14.273,12.818,20,128.72872,8,1,90.645,170.236,'Very Low'
3.5,3.5,3.4,20,128.72872,8,1,90.645,170.236,'Very Low'
3.3,2.9,2.4,20,128.72872,8,1,90.645,170.236,'Very Low'
1.2,1.4,1.8,20,128.72872,8,1,90.645,170.236,'Very Low'
2.091,2.0,2.0,20,128.72872,8,1,90.645,170.236,'Very Low'
2.1,2.1,2.2,20,128.72872,8,1,90.645,170.236,'Very Low'
1.7,2.0,2.5,20,128.72872,8,1,90.645,170.236,'Very Low'
5.545,5.636,5.364,20,128.72872,8,1,90.645,170.236,'Very Low'
3.2,3.4,3.9,20,128.72872,8,1,90.645,170.236,'Very Low'
4.5,5.0,5.1,20,128.72872,8,1,90.645,170.236,'Very Low'
3.2,3.9,3.5,20,128.72872,8,1,90.645,170.236,'Very Low'
2.455,2.273,2.545,20,128.72872,8,1,90.645,170.236,'Very Low'
5.2,5.5,5.4,20,128.72872,8,1,90.645,170.236,'Very Low'
2.7,3.4,3.8,20,128.72872,8,1,90.645,170.236,'Very Low'
11.636,12.273,13.727,20,128.72872,8,1,90.645,170.236,'Very Low'
17.2,16.6,17.1,20,128.72872,8,1,90.645,170.236,'Very Low'
16.8,17.9,19.0,20,128.72872,8,1,90.645,170.236,'Low'
28.0,27.636,28.273,20,128.72872,8,1,90.645,170.236,'Low'
27.9,28.7,27.9,20,128.72872,8,1,90.645,170.236,'Low'
27.9,27.7,29.0,20,128.72872,8,1,90.645,170.236,'Low'
32.4,32.1,30.2,20,128.72872,8,1,90.645,170.236,'Low'
19.0,17.455,18.818,20,128.72872,8,1,90.645,170.236,'Very Low'
25.8,27.4,26.4,20,128.72872,8,1,90.645,170.236,'Low'
15.0,13.4,15.5,20,128.72872,8,1,90.645,170.236,'Very Low'
29.6,29.3,29.1,20,128.72872,8,1,90.645,170.236,'Low'
29.4,28.9,28.5,20,128.72872,8,1,90.645,170.236,'Low'
28.0,27.909,28.0,20,128.72872,8,1,90.645,170.236,'Low'
28.8,28.2,28.0,20,128.72872,8,1,90.645,170.236,'Low'
27.1,27.6,27.8,20,128.72872,8,1,90.645,170.236,'Low'
30.273,29.909,30.0,20,128.72872,8,1,90.645,170.236,'Low'
31.7,31.4,31.6,20,128.72872,8,1,90.645,170.236,'Low'
30.0,30.4,30.2,20,128.72872,8,1,90.645,170.236,'Low'
26.7,27.6,28.1,20,128.72872,8,1,25.981,136.945,'Low'
28.3,28.1,28.0,20,128.72872,8,1,25.981,136.945,'Very Low'
28.2,28.4,28.0,20,128.72872,8,1,25.981,136.945,'Low'
27.636,27.0,27.091,20,128.72872,8,1,25.981,136.945,'Very Low'
27.5,27.4,27.4,20,128.72872,8,1,25.981,136.945,'Very Low'
27.0,27.1,26.8,20,128.72872,8,1,25.981,136.945,'Very Low'
29.4,29.3,29.2,20,128.72872,8,1,25.981,136.945,'Low'
33.3,32.9,33.3,20,128.72872,8,1,25.981,136.945,'Low'
34.7,35.6,35.8,20,128.72872,8,1,25.981,136.945,'Low'
30.455,30.364,29.727,20,128.72872,8,1,25.981,136.945,'Low'
29.9,29.0,28.7,20,128.72872,8,1,25.981,136.945,'Very Low'
29.5,29.2,29.5,20,128.72872,8,1,25.981,136.945,'Very Low'
32.182,32.727,32.818,20,128.72872,8,1,25.981,136.945,'Low'
29.6,30.5,30.3,20,128.72872,8,1,25.981,136.945,'Low'
29.8,30.2,30.5,20,128.72872,8,1,25.981,136.945,'Low'
28.6,28.6,27.8,20,128.72872,8,1,25.981,136.945,'Low'
25.7,25.6,25.9,20,128.72872,8,1,25.981,136.945,'Very Low'
25.727,26.091,25.727,20,128.72872,8,1,25.981,136.945,'Very Low'
28.4,29.2,29.6,20,128.72872,8,1,25.981,136.945,'Low'
28.0,29.0,28.7,20,128.72872,8,1,25.981,136.945,'Low'
28.818,29.818,30.545,20,128.72872,8,1,25.981,136.945,'Low'
36.8,36.6,35.7,20,128.72872,8,1,25.981,136.945,'Low'
40.818,41.182,41.455,20,128.72872,8,1,25.981,136.945,'Low'
49.4,50.0,50.5,20,128.72872,8,1,25.981,136.945,'Low'
43.4,43.3,42.3,20,128.72872,8,1,25.981,136.945,'Low'
39.5,41.1,42.6,20,128.72872,8,1,25.981,136.945,'Low'
40.4,40.1,37.1,20,128.72872,8,1,25.981,136.945,'Low'
27.5,28.5,29.9,20,128.72872,8,1,25.981,136.945,'Very Low'
32.364,30.636,29.727,20,128.72872,8,1,25.981,136.945,'Low'
37.9,38.0,38.7,20,128.72872,8,1,25.981,136.945,'Low'
36.9,35.0,32.6,20,128.72872,8,1,25.981,136.945,'Low'
23.727,23.545,24.0,20,128.72872,8,1,25.981,136.945,'Very Low'
28.5,27.9,27.1,20,128.72872,8,1,25.981,136.945,'Very Low'
26.4,26.8,26.8,20,128.72872,8,1,25.981,136.945,'Low'
27.273,27.273,27.545,20,128.72872,8,1,25.981,136.945,'Very Low'
28.0,27.8,28.0,20,128.72872,8,1,25.981,136.945,'Very Low'
27.9,28.0,28.0,20,128.72872,8,1,25.981,136.945,'Low'
29.182,29.0,28.364,20,128.72872,8,1,25.981,136.945,'Low'
30.6,30.1,31.3,20,128.72872,8,1,25.981,136.945,'Low'
31.1,30.8,30.4,20,128.72872,8,1,25.981,136.945,'Low'
27.818,28.727,28.273,20,128.72872,8,1,25.981,136.945,'Low'
23.0,23.8,23.6,20,128.72872,8,1,25.981,136.945,'Very Low'
25.5,25.6,26.1,20,128.72872,8,1,25.981,136.945,'Very Low'
27.3,27.4,27.6,20,128.72872,8,1,25.981,136.945,'Low'
27.273,28.091,29.091,20,128.72872,8,1,25.981,136.945,'Very Low'
33.1,34.0,34.3,20,128.72872,8,1,25.981,136.945,'Low'
37.1,39.0,40.0,20,128.72872,8,1,25.981,136.945,'Low'
49.5,48.9,51.1,20,128.72872,8,1,25.981,136.945,'Low'
52.3,49.7,46.7,20,128.72872,8,1,25.981,136.945,'Medium'
44.4,46.4,49.6,20,128.72872,8,1,25.981,136.945,'Low'
51.0,49.273,44.636,20,128.72872,8,1,25.981,136.945,'Low'
26.6,23.7,20.1,20,128.72872,8,1,25.981,136.945,'Low'
12.6,13.0,13.8,20,128.72872,8,1,25.981,136.945,'Very Low'
11.364,10.636,9.091,20,128.72872,8,1,25.981,136.945,'Very Low'
5.5,5.4,4.8,20,128.72872,8,1,25.981,136.945,'Very Low'
2.3,2.1,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
1.545,1.727,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
1.7,1.8,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.2,2.0,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.1,1.9,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.364,2.455,2.455,20,128.72872,8,1,25.981,136.945,'Very Low'
2.2,2.6,3.3,20,128.72872,8,1,25.981,136.945,'Very Low'
3.8,4.2,4.2,20,128.72872,8,1,25.981,136.945,'Very Low'
3.909,4.545,4.182,20,128.72872,8,1,25.981,136.945,'Very Low'
19.5,19.9,19.4,20,128.72872,8,1,25.981,136.945,'Very Low'
13.2,13.4,15.9,20,128.72872,8,1,25.981,136.945,'Very Low'
25.091,24.545,22.727,20,128.72872,8,1,25.981,136.945,'Very Low'
15.6,18.1,20.3,20,128.72872,8,1,25.981,136.945,'Very Low'
25.7,26.0,25.3,20,128.72872,8,1,25.981,136.945,'Low'
27.545,25.545,27.727,20,128.72872,8,1,25.981,136.945,'Low'
33.2,33.1,32.2,20,128.72872,8,1,25.981,136.945,'Low'
30.3,29.8,26.9,20,128.72872,8,1,25.981,136.945,'Low'
20.2,19.8,21.8,20,128.72872,8,1,25.981,136.945,'Very Low'
27.545,27.909,27.636,20,128.72872,8,1,25.981,136.945,'Low'
28.8,30.5,35.0,20,128.72872,8,1,25.981,136.945,'Low'
43.3,42.0,37.2,20,128.72872,8,1,25.981,136.945,'Low'
16.909,15.909,13.091,20,128.72872,8,1,25.981,136.945,'Very Low'
4.6,3.8,3.1,20,128.72872,8,1,25.981,136.945,'Very Low'
2.6,2.4,2.1,20,128.72872,8,1,25.981,136.945,'Very Low'
2.0,1.636,1.727,20,128.72872,8,1,25.981,136.945,'Very Low'
1.5,1.2,1.4,20,128.72872,8,1,25.981,136.945,'Very Low'
1.6,1.4,1.5,20,128.72872,8,1,25.981,136.945,'Very Low'
1.5,1.5,1.6,20,128.72872,8,1,25.981,136.945,'Very Low'
2.636,2.273,2.364,20,128.72872,8,1,25.981,136.945,'Very Low'
2.3,2.8,3.9,20,128.72872,8,1,25.981,136.945,'Very Low'
4.7,5.0,5.0,20,128.72872,8,1,25.981,136.945,'Very Low'
4.545,4.818,4.091,20,128.72872,8,1,25.981,136.945,'Very Low'
1.9,2.0,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.3,2.3,2.3,20,128.72872,8,1,25.981,136.945,'Very Low'
3.0,4.1,6.6,20,128.72872,8,1,25.981,136.945,'Very Low'
13.364,12.545,10.545,20,128.72872,8,1,25.981,136.945,'Very Low'
2.5,2.8,4.1,20,128.72872,8,1,25.981,136.945,'Very Low'
18.182,21.364,24.909,20,128.72872,8,1,25.981,136.945,'Very Low'
34.5,33.8,29.4,20,128.72872,8,1,25.981,136.945,'Low'
16.6,16.8,17.0,20,128.72872,8,1,25.981,136.945,'Very Low'
35.455,35.0,36.455,20,128.72872,8,1,25.981,136.945,'Low'
30.6,29.7,28.8,20,128.72872,8,1,25.981,136.945,'Low'
38.2,41.4,41.6,20,128.72872,8,1,25.981,136.945,'Low'
23.0,18.0,12.545,20,128.72872,8,1,25.981,136.945,'Very Low'
3.8,3.8,3.3,20,128.72872,8,1,25.981,136.945,'Very Low'
1.9,1.9,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.2,1.8,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
1.909,1.727,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.5,2.2,2.1,20,128.72872,8,1,25.981,136.945,'Very Low'
2.0,1.9,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.0,2.0,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.2,2.6,3.5,20,128.72872,8,1,25.981,136.945,'Very Low'
5.909,6.727,5.455,20,128.72872,8,1,25.981,136.945,'Very Low'
2.3,2.3,2.6,20,128.72872,8,1,25.981,136.945,'Very Low'
4.3,3.7,3.2,20,128.72872,8,1,25.981,136.945,'Very Low'
2.4,2.4,2.5,20,128.72872,8,1,25.981,136.945,'Very Low'
5.364,5.0,5.0,20,128.72872,8,1,25.981,136.945,'Very Low'
4.8,4.9,5.6,20,128.72872,8,1,25.981,136.945,'Very Low'
12.8,16.6,21.6,20,128.72872,8,1,25.981,136.945,'Very Low'
31.636,30.727,31.0,20,128.72872,8,1,25.981,136.945,'Low'
35.4,35.7,36.5,20,128.72872,8,1,25.981,136.945,'Low'
36.2,35.4,36.1,20,128.72872,8,1,25.981,136.945,'Low'
45.273,45.091,44.182,20,128.72872,8,1,25.981,136.945,'Low'
45.0,48.5,50.2,20,128.72872,8,1,25.981,136.945,'Low'
56.2,53.1,50.0,20,128.72872,8,1,25.981,136.945,'Medium'
30.091,28.545,23.909,20,128.72872,8,1,25.981,136.945,'Low'
4.6,4.4,4.1,20,128.72872,8,1,25.981,136.945,'Very Low'
2.9,2.8,2.5,20,128.72872,8,1,25.981,136.945,'Very Low'
2.0,2.0,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.0,2.1,2.2,20,128.72872,8,1,25.981,136.945,'Very Low'
1.727,1.545,1.909,20,128.72872,8,1,25.981,136.945,'Very Low'
2.7,2.8,3.2,20,128.72872,8,1,25.981,136.945,'Very Low'
5.5,6.1,6.6,20,128.72872,8,1,25.981,136.945,'Very Low'
4.2,4.2,4.6,20,128.72872,8,1,25.981,136.945,'Very Low'
2.1,2.2,2.3,20,128.72872,8,1,25.981,136.945,'Very Low'
3.2,3.7,5.7,20,128.72872,8,1,25.981,136.945,'Very Low'
16.364,15.182,13.182,20,128.72872,8,1,25.981,136.945,'Very Low'
3.3,3.5,5.7,20,128.72872,8,1,25.981,136.945,'Very Low'
18.0,18.3,19.6,20,128.72872,8,1,25.981,136.945,'Very Low'
21.818,22.818,24.0,20,128.72872,8,1,25.981,136.945,'Very Low'
33.1,31.5,31.8,20,128.72872,8,1,25.981,136.945,'Low'
31.3,34.5,40.6,20,128.72872,8,1,25.981,136.945,'Low'
47.636,44.818,38.182,20,128.72872,8,1,25.981,136.945,'Low'
52.0,54.545,57.091,20,128.72872,8,1,25.981,136.945,'Medium'
56.1,55.3,51.4,20,128.72872,8,1,25.981,136.945,'Medium'
13.5,12.5,10.1,20,128.72872,8,1,25.981,136.945,'Very Low'
1.545,1.909,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
1.8,1.7,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
1.9,2.0,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
1.9,1.8,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
4.2,4.0,3.9,20,128.72872,8,1,25.981,136.945,'Very Low'
2.455,3.0,3.455,20,128.72872,8,1,25.981,136.945,'Very Low'
3.9,3.1,4.1,20,128.72872,8,1,25.981,136.945,'Very Low'
4.6,6.0,4.6,20,128.72872,8,1,25.981,136.945,'Very Low'
2.0,2.0,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.545,2.364,2.273,20,128.72872,8,1,25.981,136.945,'Very Low'
2.5,2.8,2.9,20,128.72872,8,1,25.981,136.945,'Very Low'
2.6,2.6,2.3,20,128.72872,8,1,25.981,136.945,'Very Low'
3.182,4.818,8.727,20,128.72872,8,1,25.981,136.945,'Very Low'
24.5,24.9,23.4,20,128.72872,8,1,25.981,136.945,'Very Low'
17.7,17.2,15.4,20,128.72872,8,1,25.981,136.945,'Very Low'
8.7,8.0,8.9,20,128.72872,8,1,25.981,136.945,'Very Low'
9.6,9.9,10.9,20,128.72872,8,1,25.981,136.945,'Very Low'
12.0,12.5,12.4,20,128.72872,8,1,25.981,136.945,'Very Low'
16.909,16.818,16.364,20,128.72872,8,1,25.981,136.945,'Very Low'
7.2,6.6,6.3,20,128.72872,8,1,25.981,136.945,'Very Low'
6.6,6.5,6.2,20,128.72872,8,1,25.981,136.945,'Very Low'
2.4,2.6,2.4,20,128.72872,8,1,25.981,136.945,'Very Low'
2.455,2.091,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
1.8,1.8,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
1.8,2.0,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.364,1.818,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
1.4,1.4,1.9,20,128.72872,8,1,25.981,136.945,'Very Low'
3.9,4.1,4.4,20,128.72872,8,1,25.981,136.945,'Very Low'
5.0,5.455,5.455,20,128.72872,8,1,25.981,136.945,'Very Low'
3.8,3.1,3.3,20,128.72872,8,1,25.981,136.945,'Very Low'
2.9,3.9,3.2,20,128.72872,8,1,25.981,136.945,'Very Low'
2.0,2.0,2.7,20,128.72872,8,1,25.981,136.945,'Very Low'
11.636,13.364,15.273,20,128.72872,8,1,25.981,136.945,'Very Low'
15.4,16.0,15.8,20,128.72872,8,1,25.981,136.945,'Very Low'
10.3,9.4,8.2,20,128.72872,8,1,25.981,136.945,'Very Low'
3.727,3.091,2.636,20,128.72872,8,1,25.981,136.945,'Very Low'
2.0,2.3,2.2,20,128.72872,8,1,25.981,136.945,'Very Low'
2.2,2.1,2.4,20,128.72872,8,1,25.981,136.945,'Very Low'
6.364,6.455,6.909,20,128.72872,8,1,25.981,136.945,'Very Low'
6.6,5.5,4.7,20,128.72872,8,1,25.981,136.945,'Very Low'
3.4,3.2,4.8,20,128.72872,8,1,25.981,136.945,'Very Low'
10.2,10.1,8.6,20,128.72872,8,1,25.981,136.945,'Very Low'
3.909,4.727,5.273,20,128.72872,8,1,25.981,136.945,'Very Low'
5.6,5.5,5.2,20,128.72872,8,1,25.981,136.945,'Very Low'
9.3,8.2,7.9,20,128.72872,8,1,25.981,136.945,'Very Low'
2.909,2.909,2.818,20,128.72872,8,1,25.981,136.945,'Very Low'
2.3,2.2,2.1,20,128.72872,8,1,25.981,136.945,'Very Low'
1.7,1.6,1.8,20,128.72872,8,1,25.981,136.945,'Very Low'
2.1,2.0,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.091,2.0,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
1.7,1.9,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.3,2.4,2.5,20,128.72872,8,1,25.981,136.945,'Very Low'
5.5,4.9,4.9,20,128.72872,8,1,25.981,136.945,'Very Low'
4.2,5.0,4.1,20,128.72872,8,1,25.981,136.945,'Very Low'
2.273,2.273,2.182,20,128.72872,8,1,25.981,136.945,'Very Low'
2.6,2.5,2.3,20,128.72872,8,1,25.981,136.945,'Very Low'
6.3,5.6,5.5,20,128.72872,8,1,25.981,136.945,'Very Low'
3.818,3.818,3.818,20,128.72872,8,1,25.981,136.945,'Very Low'
5.4,6.3,7.3,20,128.72872,8,1,25.981,136.945,'Very Low'
8.4,9.0,10.9,20,128.72872,8,1,25.981,136.945,'Very Low'
20.909,20.909,21.545,20,128.72872,8,1,25.981,136.945,'Very Low'
25.3,25.6,25.7,20,128.72872,8,1,25.981,136.945,'Very Low'
22.7,24.4,25.1,20,128.72872,8,1,25.981,136.945,'Low'
37.091,36.545,34.909,20,128.72872,8,1,25.981,136.945,'Low'
28.8,27.4,25.4,20,128.72872,8,1,25.981,136.945,'Low'
12.2,13.0,10.5,20,128.72872,8,1,25.981,136.945,'Very Low'
3.455,3.364,2.909,20,128.72872,8,1,25.981,136.945,'Very Low'
2.1,2.1,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.1,2.0,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.091,2.0,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.9,2.4,2.3,20,128.72872,8,1,25.981,136.945,'Very Low'
4.0,4.2,4.2,20,128.72872,8,1,25.981,136.945,'Very Low'
2.364,2.909,3.545,20,128.72872,8,1,25.981,136.945,'Very Low'
8.9,8.1,8.7,20,128.72872,8,1,25.981,136.945,'Very Low'
4.8,5.2,3.8,20,128.72872,8,1,25.981,136.945,'Very Low'
2.0,1.909,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.0,1.8,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.1,2.3,3.3,20,128.72872,8,1,25.981,136.945,'Very Low'
6.2,6.9,6.0,20,128.72872,8,1,25.981,136.945,'Very Low'
4.0,4.364,5.273,20,128.72872,8,1,25.981,136.945,'Very Low'
10.5,10.4,10.0,20,128.72872,8,1,25.981,136.945,'Very Low'
11.0,11.3,13.2,20,128.72872,8,1,25.981,136.945,'Very Low'
27.455,27.091,27.818,20,128.72872,8,1,25.981,136.945,'Low'
21.1,20.8,19.1,20,128.72872,8,1,25.981,136.945,'Very Low'
17.5,17.4,19.6,20,128.72872,8,1,25.981,136.945,'Very Low'
30.0,31.4,30.6,20,128.72872,8,1,25.981,136.945,'Low'
22.0,22.091,24.091,20,128.72872,8,1,25.981,136.945,'Very Low'
31.9,34.6,32.6,20,128.72872,8,1,25.981,136.945,'Low'
20.7,19.8,19.4,20,128.72872,8,1,25.981,136.945,'Very Low'
11.636,9.909,7.364,20,128.72872,8,1,25.981,136.945,'Very Low'
1.9,2.0,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
1.9,2.0,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
1.7,1.7,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
2.818,2.455,2.182,20,128.72872,8,1,25.981,136.945,'Very Low'
1.7,1.7,2.0,20,128.72872,8,1,25.981,136.945,'Very Low'
